NAME : L115
COMMENT : 17488.74
TYPE : CVRP
DIMENSION : 841
MAXVEHICLES : 8
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 1400
DISTANCE : 2500
SERVICE_TIME : 5
TOTALPROFITS : 17016
NODE_COORD_SECTION
1 0.0000 0.0000
2 30.0000 0.0000
3 29.9161 2.2419
4 29.6649 4.4713
5 29.2478 6.6756
6 28.6672 8.8427
7 27.9262 10.9602
8 27.0291 13.0165
9 25.9808 15.0000
10 24.7872 16.8996
11 23.4549 18.7047
12 21.9916 20.4052
13 20.4052 21.9916
14 18.7047 23.4549
15 16.8996 24.7872
16 15.0000 25.9808
17 13.0165 27.0291
18 10.9602 27.9262
19 8.8427 28.6672
20 6.6756 29.2478
21 4.4713 29.6649
22 2.2419 29.9161
23 0.0000 30.0000
24 -2.2419 29.9161
25 -4.4713 29.6649
26 -6.6756 29.2478
27 -8.8427 28.6672
28 -10.9602 27.9262
29 -13.0165 27.0291
30 -15.0000 25.9808
31 -16.8996 24.7872
32 -18.7047 23.4549
33 -20.4052 21.9916
34 -21.9916 20.4052
35 -23.4549 18.7047
36 -24.7872 16.8996
37 -25.9808 15.0000
38 -27.0291 13.0165
39 -27.9262 10.9602
40 -28.6672 8.8427
41 -29.2478 6.6756
42 -29.6649 4.4713
43 -29.9161 2.2419
44 -30.0000 0.0000
45 -29.9161 -2.2419
46 -29.6649 -4.4713
47 -29.2478 -6.6756
48 -28.6672 -8.8427
49 -27.9262 -10.9602
50 -27.0291 -13.0165
51 -25.9808 -15.0000
52 -24.7872 -16.8996
53 -23.4549 -18.7047
54 -21.9916 -20.4052
55 -20.4052 -21.9916
56 -18.7047 -23.4549
57 -16.8996 -24.7872
58 -15.0000 -25.9808
59 -13.0165 -27.0291
60 -10.9602 -27.9262
61 -8.8427 -28.6672
62 -6.6756 -29.2478
63 -4.4713 -29.6649
64 -2.2419 -29.9161
65 -0.0000 -30.0000
66 2.2419 -29.9161
67 4.4713 -29.6649
68 6.6756 -29.2478
69 8.8427 -28.6672
70 10.9602 -27.9262
71 13.0165 -27.0291
72 15.0000 -25.9808
73 16.8996 -24.7872
74 18.7047 -23.4549
75 20.4052 -21.9916
76 21.9916 -20.4052
77 23.4549 -18.7047
78 24.7872 -16.8996
79 25.9808 -15.0000
80 27.0291 -13.0165
81 27.9262 -10.9602
82 28.6672 -8.8427
83 29.2478 -6.6756
84 29.6649 -4.4713
85 29.9161 -2.2419
86 60.0000 0.0000
87 59.8322 4.4838
88 59.3298 8.9425
89 58.4957 13.3513
90 57.3344 17.6853
91 55.8524 21.9205
92 54.0581 26.0330
93 51.9615 30.0000
94 49.5743 33.7992
95 46.9099 37.4094
96 43.9831 40.8104
97 40.8104 43.9831
98 37.4094 46.9099
99 33.7992 49.5743
100 30.0000 51.9615
101 26.0330 54.0581
102 21.9205 55.8524
103 17.6853 57.3344
104 13.3513 58.4957
105 8.9425 59.3298
106 4.4838 59.8322
107 0.0000 60.0000
108 -4.4838 59.8322
109 -8.9425 59.3298
110 -13.3513 58.4957
111 -17.6853 57.3344
112 -21.9205 55.8524
113 -26.0330 54.0581
114 -30.0000 51.9615
115 -33.7992 49.5743
116 -37.4094 46.9099
117 -40.8104 43.9831
118 -43.9831 40.8104
119 -46.9099 37.4094
120 -49.5743 33.7992
121 -51.9615 30.0000
122 -54.0581 26.0330
123 -55.8524 21.9205
124 -57.3344 17.6853
125 -58.4957 13.3513
126 -59.3298 8.9425
127 -59.8322 4.4838
128 -60.0000 0.0000
129 -59.8322 -4.4838
130 -59.3298 -8.9425
131 -58.4957 -13.3513
132 -57.3344 -17.6853
133 -55.8524 -21.9205
134 -54.0581 -26.0330
135 -51.9615 -30.0000
136 -49.5743 -33.7992
137 -46.9099 -37.4094
138 -43.9831 -40.8104
139 -40.8104 -43.9831
140 -37.4094 -46.9099
141 -33.7992 -49.5743
142 -30.0000 -51.9615
143 -26.0330 -54.0581
144 -21.9205 -55.8524
145 -17.6853 -57.3344
146 -13.3513 -58.4957
147 -8.9425 -59.3298
148 -4.4838 -59.8322
149 -0.0000 -60.0000
150 4.4838 -59.8322
151 8.9425 -59.3298
152 13.3513 -58.4957
153 17.6853 -57.3344
154 21.9205 -55.8524
155 26.0330 -54.0581
156 30.0000 -51.9615
157 33.7992 -49.5743
158 37.4094 -46.9099
159 40.8104 -43.9831
160 43.9831 -40.8104
161 46.9099 -37.4094
162 49.5743 -33.7992
163 51.9615 -30.0000
164 54.0581 -26.0330
165 55.8524 -21.9205
166 57.3344 -17.6853
167 58.4957 -13.3513
168 59.3298 -8.9425
169 59.8322 -4.4838
170 90.0000 0.0000
171 89.7483 6.7257
172 88.9948 13.4138
173 87.7435 20.0269
174 86.0016 26.5280
175 83.7786 32.8807
176 81.0872 39.0495
177 77.9423 45.0000
178 74.3615 50.6988
179 70.3648 56.1141
180 65.9747 61.2155
181 61.2155 65.9747
182 56.1141 70.3648
183 50.6988 74.3615
184 45.0000 77.9423
185 39.0495 81.0872
186 32.8807 83.7786
187 26.5280 86.0016
188 20.0269 87.7435
189 13.4138 88.9948
190 6.7257 89.7483
191 0.0000 90.0000
192 -6.7257 89.7483
193 -13.4138 88.9948
194 -20.0269 87.7435
195 -26.5280 86.0016
196 -32.8807 83.7786
197 -39.0495 81.0872
198 -45.0000 77.9423
199 -50.6988 74.3615
200 -56.1141 70.3648
201 -61.2155 65.9747
202 -65.9747 61.2155
203 -70.3648 56.1141
204 -74.3615 50.6988
205 -77.9423 45.0000
206 -81.0872 39.0495
207 -83.7786 32.8807
208 -86.0016 26.5280
209 -87.7435 20.0269
210 -88.9948 13.4138
211 -89.7483 6.7257
212 -90.0000 0.0000
213 -89.7483 -6.7257
214 -88.9948 -13.4138
215 -87.7435 -20.0269
216 -86.0016 -26.5280
217 -83.7786 -32.8807
218 -81.0872 -39.0495
219 -77.9423 -45.0000
220 -74.3615 -50.6988
221 -70.3648 -56.1141
222 -65.9747 -61.2155
223 -61.2155 -65.9747
224 -56.1141 -70.3648
225 -50.6988 -74.3615
226 -45.0000 -77.9423
227 -39.0495 -81.0872
228 -32.8807 -83.7786
229 -26.5280 -86.0016
230 -20.0269 -87.7435
231 -13.4138 -88.9948
232 -6.7257 -89.7483
233 -0.0000 -90.0000
234 6.7257 -89.7483
235 13.4138 -88.9948
236 20.0269 -87.7435
237 26.5280 -86.0016
238 32.8807 -83.7786
239 39.0495 -81.0872
240 45.0000 -77.9423
241 50.6988 -74.3615
242 56.1141 -70.3648
243 61.2155 -65.9747
244 65.9747 -61.2155
245 70.3648 -56.1141
246 74.3615 -50.6988
247 77.9423 -45.0000
248 81.0872 -39.0495
249 83.7786 -32.8807
250 86.0016 -26.5280
251 87.7435 -20.0269
252 88.9948 -13.4138
253 89.7483 -6.7257
254 120.0000 0.0000
255 119.6645 8.9676
256 118.6597 17.8851
257 116.9913 26.7025
258 114.6687 35.3706
259 111.7048 43.8409
260 108.1163 52.0660
261 103.9230 60.0000
262 99.1487 67.5984
263 93.8198 74.8188
264 87.9662 81.6207
265 81.6207 87.9662
266 74.8188 93.8198
267 67.5984 99.1487
268 60.0000 103.9230
269 52.0660 108.1163
270 43.8409 111.7048
271 35.3706 114.6687
272 26.7025 116.9913
273 17.8851 118.6597
274 8.9676 119.6645
275 0.0000 120.0000
276 -8.9676 119.6645
277 -17.8851 118.6597
278 -26.7025 116.9913
279 -35.3706 114.6687
280 -43.8409 111.7048
281 -52.0660 108.1163
282 -60.0000 103.9230
283 -67.5984 99.1487
